.\data\origin_data\8\1.jpg,1,1241,403,113,174
.\data\origin_data\8\2.jpg,1,1241,403,113,174
.\data\origin_data\8\3.jpg,1,1241,403,113,174
.\data\origin_data\8\4.jpg,1,1241,403,113,174
.\data\origin_data\8\5.jpg,1,1241,403,113,174
.\data\origin_data\8\6.jpg,1,1241,403,113,174
.\data\origin_data\8\7.jpg,1,1241,403,113,174
.\data\origin_data\8\8.jpg,1,1241,403,113,174
.\data\origin_data\8\9.jpg,1,1241,403,113,174
.\data\origin_data\8\10.jpg,1,1241,403,113,174
.\data\origin_data\8\11.jpg,1,1241,403,113,174
.\data\origin_data\8\12.jpg,1,1241,403,113,174
.\data\origin_data\8\13.jpg,1,1241,403,113,174
.\data\origin_data\8\14.jpg,1,1241,403,113,174
.\data\origin_data\8\15.jpg,1,1241,403,113,174
.\data\origin_data\8\16.jpg,1,1241,403,113,174
.\data\origin_data\8\17.jpg,1,1241,403,113,174
.\data\origin_data\8\18.jpg,1,1241,403,113,174
.\data\origin_data\8\19.jpg,1,1241,403,113,174
.\data\origin_data\8\20.jpg,2,1241,403,113,174
.\data\origin_data\8\21.jpg,2,1241,403,113,174
.\data\origin_data\8\22.jpg,2,1241,403,113,174
.\data\origin_data\8\23.jpg,2,1241,403,113,174
.\data\origin_data\8\24.jpg,2,1241,403,113,174
.\data\origin_data\8\25.jpg,2,1241,403,113,174
.\data\origin_data\8\26.jpg,2,1241,403,113,174
.\data\origin_data\8\27.jpg,2,1241,403,113,174
.\data\origin_data\8\28.jpg,2,1241,403,113,174
.\data\origin_data\8\29.jpg,2,1241,403,113,174
.\data\origin_data\8\30.jpg,2,1241,403,113,174
.\data\origin_data\8\31.jpg,2,1241,403,113,174
.\data\origin_data\8\32.jpg,2,1241,403,113,174
.\data\origin_data\8\33.jpg,2,1241,403,113,174
.\data\origin_data\8\34.jpg,2,1241,403,113,174
.\data\origin_data\8\35.jpg,2,1241,403,113,174
.\data\origin_data\8\36.jpg,2,1241,403,113,174
.\data\origin_data\8\37.jpg,2,1241,403,113,174
.\data\origin_data\8\38.jpg,2,1241,403,113,174
.\data\origin_data\8\39.jpg,2,1241,403,113,174
.\data\origin_data\8\40.jpg,2,1241,403,113,174
.\data\origin_data\8\41.jpg,2,1241,403,113,174
.\data\origin_data\8\42.jpg,2,1241,403,113,174
.\data\origin_data\8\43.jpg,2,1241,403,113,174
.\data\origin_data\8\44.jpg,2,1241,403,113,174
.\data\origin_data\8\45.jpg,2,1241,403,113,174
.\data\origin_data\8\46.jpg,2,1241,403,113,174
.\data\origin_data\8\47.jpg,2,1241,403,113,174
.\data\origin_data\8\48.jpg,2,1241,403,113,174
.\data\origin_data\8\49.jpg,2,1241,403,113,174
.\data\origin_data\8\50.jpg,2,1241,403,113,174
.\data\origin_data\8\51.jpg,2,1241,403,113,174
.\data\origin_data\8\52.jpg,2,1241,403,113,174
.\data\origin_data\8\53.jpg,2,1241,403,113,174
.\data\origin_data\8\54.jpg,2,1241,403,113,174
.\data\origin_data\8\55.jpg,2,1241,403,113,174
.\data\origin_data\8\56.jpg,2,1241,403,113,174
.\data\origin_data\8\57.jpg,2,1241,403,113,174
.\data\origin_data\8\58.jpg,2,1241,403,113,174
.\data\origin_data\8\59.jpg,2,1241,403,113,174
.\data\origin_data\8\60.jpg,2,1241,403,113,174
.\data\origin_data\8\61.jpg,2,1241,403,113,174
.\data\origin_data\8\62.jpg,2,1241,403,113,174
.\data\origin_data\8\63.jpg,2,1241,403,113,174
.\data\origin_data\8\64.jpg,2,1241,403,113,174
.\data\origin_data\8\65.jpg,2,1241,403,113,174
.\data\origin_data\8\66.jpg,2,1241,403,113,174
.\data\origin_data\8\67.jpg,2,1241,403,113,174
.\data\origin_data\8\68.jpg,2,1241,403,113,174
.\data\origin_data\8\69.jpg,2,1241,403,113,174
.\data\origin_data\8\70.jpg,2,1241,403,113,174
.\data\origin_data\8\71.jpg,2,1241,403,113,174
.\data\origin_data\8\72.jpg,2,1241,403,113,174
.\data\origin_data\8\73.jpg,2,1241,403,113,174
.\data\origin_data\8\74.jpg,2,1241,403,113,174
.\data\origin_data\8\75.jpg,2,1241,403,113,174
.\data\origin_data\8\76.jpg,2,1241,403,113,174
.\data\origin_data\8\77.jpg,2,1241,403,113,174
.\data\origin_data\8\78.jpg,2,1241,403,113,174
.\data\origin_data\8\79.jpg,2,1241,403,113,174
.\data\origin_data\8\80.jpg,2,1241,403,113,174
.\data\origin_data\8\81.jpg,2,1241,403,113,174
.\data\origin_data\8\82.jpg,2,1241,403,113,174
.\data\origin_data\8\83.jpg,2,1241,403,113,174
.\data\origin_data\8\84.jpg,2,1241,403,113,174
.\data\origin_data\8\85.jpg,2,1241,403,113,174
.\data\origin_data\8\86.jpg,2,1241,403,113,174
.\data\origin_data\8\87.jpg,2,1241,403,113,174
.\data\origin_data\8\88.jpg,2,1241,403,113,174
.\data\origin_data\8\89.jpg,2,1241,403,113,174
.\data\origin_data\8\90.jpg,2,1241,403,113,174
.\data\origin_data\8\91.jpg,2,1241,403,113,174
.\data\origin_data\8\92.jpg,2,1241,403,113,174
.\data\origin_data\8\93.jpg,2,1241,403,113,174
.\data\origin_data\8\94.jpg,2,1241,403,113,174
.\data\origin_data\8\95.jpg,2,1241,403,113,174
.\data\origin_data\8\96.jpg,2,1241,403,113,174
.\data\origin_data\8\97.jpg,2,1241,403,113,174
.\data\origin_data\8\98.jpg,2,1241,403,113,174
.\data\origin_data\8\99.jpg,3,1241,403,113,174
.\data\origin_data\8\100.jpg,3,1241,403,113,174
