.\origin_data\8\1.jpg,0,1241,403,113,174
.\origin_data\8\2.jpg,0,1241,403,113,174
.\origin_data\8\3.jpg,0,1241,403,113,174
.\origin_data\8\4.jpg,0,1241,403,113,174
.\origin_data\8\5.jpg,0,1241,403,113,174
.\origin_data\8\6.jpg,0,1241,403,113,174
.\origin_data\8\7.jpg,0,1241,403,113,174
.\origin_data\8\8.jpg,0,1241,403,113,174
.\origin_data\8\9.jpg,0,1241,403,113,174
.\origin_data\8\10.jpg,0,1241,403,113,174
.\origin_data\8\11.jpg,0,1241,403,113,174
.\origin_data\8\12.jpg,0,1241,403,113,174
.\origin_data\8\13.jpg,0,1241,403,113,174
.\origin_data\8\14.jpg,0,1241,403,113,174
.\origin_data\8\15.jpg,0,1241,403,113,174
.\origin_data\8\16.jpg,0,1241,403,113,174
.\origin_data\8\17.jpg,0,1241,403,113,174
.\origin_data\8\18.jpg,0,1241,403,113,174
.\origin_data\8\19.jpg,0,1241,403,113,174
.\origin_data\8\20.jpg,1,1241,403,113,174
.\origin_data\8\21.jpg,1,1241,403,113,174
.\origin_data\8\22.jpg,1,1241,403,113,174
.\origin_data\8\23.jpg,1,1241,403,113,174
.\origin_data\8\24.jpg,1,1241,403,113,174
.\origin_data\8\25.jpg,1,1241,403,113,174
.\origin_data\8\26.jpg,1,1241,403,113,174
.\origin_data\8\27.jpg,1,1241,403,113,174
.\origin_data\8\28.jpg,1,1241,403,113,174
.\origin_data\8\29.jpg,1,1241,403,113,174
.\origin_data\8\30.jpg,1,1241,403,113,174
.\origin_data\8\31.jpg,1,1241,403,113,174
.\origin_data\8\32.jpg,1,1241,403,113,174
.\origin_data\8\33.jpg,1,1241,403,113,174
.\origin_data\8\34.jpg,1,1241,403,113,174
.\origin_data\8\35.jpg,1,1241,403,113,174
.\origin_data\8\36.jpg,1,1241,403,113,174
.\origin_data\8\37.jpg,1,1241,403,113,174
.\origin_data\8\38.jpg,1,1241,403,113,174
.\origin_data\8\39.jpg,1,1241,403,113,174
.\origin_data\8\40.jpg,1,1241,403,113,174
.\origin_data\8\41.jpg,1,1241,403,113,174
.\origin_data\8\42.jpg,1,1241,403,113,174
.\origin_data\8\43.jpg,1,1241,403,113,174
.\origin_data\8\44.jpg,1,1241,403,113,174
.\origin_data\8\45.jpg,1,1241,403,113,174
.\origin_data\8\46.jpg,1,1241,403,113,174
.\origin_data\8\47.jpg,1,1241,403,113,174
.\origin_data\8\48.jpg,1,1241,403,113,174
.\origin_data\8\49.jpg,1,1241,403,113,174
.\origin_data\8\50.jpg,1,1241,403,113,174
.\origin_data\8\51.jpg,1,1241,403,113,174
.\origin_data\8\52.jpg,1,1241,403,113,174
.\origin_data\8\53.jpg,1,1241,403,113,174
.\origin_data\8\54.jpg,1,1241,403,113,174
.\origin_data\8\55.jpg,1,1241,403,113,174
.\origin_data\8\56.jpg,1,1241,403,113,174
.\origin_data\8\57.jpg,1,1241,403,113,174
.\origin_data\8\58.jpg,1,1241,403,113,174
.\origin_data\8\59.jpg,1,1241,403,113,174
