.\origin_data\11\1.jpg,0,1306,411,220,375
.\origin_data\11\2.jpg,0,1306,411,220,375
.\origin_data\11\3.jpg,0,1306,411,220,375
.\origin_data\11\4.jpg,0,1306,411,220,375
.\origin_data\11\5.jpg,0,1306,411,220,375
.\origin_data\11\6.jpg,0,1306,411,220,375
.\origin_data\11\7.jpg,0,1306,411,220,375
.\origin_data\11\8.jpg,0,1306,411,220,375
.\origin_data\11\9.jpg,0,1306,411,220,375
.\origin_data\11\10.jpg,0,1306,411,220,375
.\origin_data\11\11.jpg,0,1306,411,220,375
.\origin_data\11\12.jpg,0,1306,411,220,375
.\origin_data\11\13.jpg,0,1306,411,220,375
.\origin_data\11\14.jpg,0,1306,411,220,375
.\origin_data\11\15.jpg,0,1306,411,220,375
.\origin_data\11\16.jpg,0,1306,411,220,375
.\origin_data\11\17.jpg,0,1306,411,220,375
.\origin_data\11\18.jpg,0,1306,411,220,375
.\origin_data\11\19.jpg,1,1306,411,220,375
.\origin_data\11\20.jpg,1,1306,411,220,375
.\origin_data\11\21.jpg,1,1306,411,220,375
.\origin_data\11\22.jpg,1,1306,411,220,375
.\origin_data\11\23.jpg,1,1306,411,220,375
.\origin_data\11\24.jpg,1,1306,411,220,375
.\origin_data\11\25.jpg,1,1306,411,220,375
.\origin_data\11\26.jpg,1,1306,411,220,375
.\origin_data\11\27.jpg,1,1306,411,220,375
.\origin_data\11\28.jpg,1,1306,411,220,375
.\origin_data\11\29.jpg,1,1306,411,220,375
.\origin_data\11\30.jpg,1,1306,411,220,375
.\origin_data\11\31.jpg,1,1306,411,220,375
.\origin_data\11\32.jpg,1,1306,411,220,375
.\origin_data\11\33.jpg,1,1306,411,220,375
.\origin_data\11\34.jpg,1,1306,411,220,375
.\origin_data\11\35.jpg,1,1306,411,220,375
.\origin_data\11\36.jpg,1,1306,411,220,375
.\origin_data\11\37.jpg,1,1306,411,220,375
.\origin_data\11\38.jpg,1,1306,411,220,375
.\origin_data\11\39.jpg,1,1306,411,220,375
.\origin_data\11\40.jpg,1,1306,411,220,375
.\origin_data\11\41.jpg,1,1306,411,220,375
.\origin_data\11\42.jpg,1,1306,411,220,375
.\origin_data\11\43.jpg,1,1306,411,220,375
.\origin_data\11\44.jpg,1,1306,411,220,375
.\origin_data\11\45.jpg,1,1306,411,220,375
.\origin_data\11\46.jpg,1,1306,411,220,375
.\origin_data\11\47.jpg,1,1306,411,220,375
.\origin_data\11\48.jpg,1,1306,411,220,375
.\origin_data\11\49.jpg,1,1306,411,220,375
.\origin_data\11\50.jpg,1,1306,411,220,375
.\origin_data\11\51.jpg,1,1306,411,220,375
.\origin_data\11\52.jpg,1,1306,411,220,375
.\origin_data\11\53.jpg,1,1306,411,220,375
.\origin_data\11\54.jpg,1,1306,411,220,375
.\origin_data\11\55.jpg,1,1306,411,220,375
.\origin_data\11\56.jpg,1,1306,411,220,375
.\origin_data\11\57.jpg,1,1306,411,220,375
.\origin_data\11\58.jpg,1,1306,411,220,375
.\origin_data\11\59.jpg,1,1306,411,220,375
.\origin_data\11\60.jpg,1,1306,411,220,375
.\origin_data\11\61.jpg,1,1306,411,220,375
.\origin_data\11\62.jpg,1,1306,411,220,375
.\origin_data\11\63.jpg,1,1306,411,220,375
